Enigma Titanium|Enigma Titanium is a British bicycle manufacturer specializing in custom-made titanium bikes. Known for their bespoke designs and high-quality craftsmanship, Enigma Titanium bikes are tailored to individual rider specifications, ensuring a perfect fit and exceptional riding experience.
Envo|Envo is an electric bike company founded in 2019 and based in Los Angeles, California. The company is known for its sleek and stylish e-bikes, which feature innovative technology and eco-friendly materials. Envo's mission is to provide sustainable and enjoyable transportation options for urban commuters.
Epic|Epic, a renowned bike company, specializes in crafting premium mountain bikes for adventure seekers. Their bikes combine innovative design with cutting-edge technology, offering optimal performance, durability, and responsiveness for tackling challenging terrains.
Ergon|Ergon is a German company that produces high-quality bicycle saddles, grips, and other accessories. The company was founded in 1994 and is based in Koblenz, Germany. Ergon products are designed to provide comfort and performance for cyclists of all levels. The company's saddles are known for their ergonomic design, which helps to reduce pressure on the sit bones and improve blood flow. Ergon grips are also ergonomically designed to reduce hand fatigue and numbness.
Erickson Bikes|Erickson Bikes is a custom bicycle manufacturer founded in 1985 known for producing high-performance racing and touring bikes. Using advanced materials and precision craftsmanship, Erickson Bikes specializes in titanium frames renowned for their durability, lightness, and ride quality. The company prides itself on offering tailored cycling experiences through personalized frame designs and custom component selection.
Esbit|Esbit is a German company founded in 1936, renowned for its high-quality outdoor and camping gear. While they specialize in stoves, cookware, and accessories, Esbit has a limited but well-regarded bicycle division. Their bikes are crafted with lightweight materials, thoughtful design, and a focus on functionality. Despite their niche in the cycling industry, Esbit bikes are known for their durability and performance in various outdoor adventures.
Esge Kickstands|ESGE Kickstands has been a leading manufacturer of bicycle kickstands since 1922. The company is committed to providing high-quality stands that are durable, reliable, and easy to use. ESGE kickstands are available in a variety of styles and sizes to fit any bike.
Europa|Europa, founded in 2008, is a premium bike manufacturer known for its innovative designs and exceptional performance. Specializing in road, gravel, and mountain bikes, Europa bikes are crafted with high-quality materials and advanced engineering. Their dedication to pushing the boundaries of cycling technology has earned them a loyal following among discerning riders.
Evans Cycles|Evans Cycles is a British bicycle retailer founded in 1921. It operates over 60 stores in the UK and has an online presence. The company offers a wide range of bikes and cycling accessories for all levels of riders, from beginners to enthusiasts. Evans Cycles is known for its excellent customer service and offers a variety of services such as bike repairs, bike fitting, and guided rides.
Evelo|Evelo is an electric bike company that designs, engineers, and assembles premium e-bikes in the USA. They focus on building durable, high-performance e-bikes that make cycling more accessible and enjoyable for everyone. Evelo's bikes feature advanced electric motors, long-lasting batteries, and innovative designs tailored to meet the diverse needs of riders.
Eveready|Eveready is a defunct bicycle manufacturer founded in 1896 in Indianapolis, Indiana. Known for its innovative designs and high-quality bikes, Eveready produced a wide range of models, including roadsters, racers, and tandems. Despite its popularity, the company faced financial challenges and ceased production in the early 20th century.
Evil|"Evil Bikes is a boutique mountain bike company founded in 2006, renowned for its innovative frame designs. Their ""Delta System"" offers a unique linkage that balances suspension performance and pedaling efficiency. Evil's bikes are known for their aggressive geometry, high-quality materials, and attention to detail."
Evo|Evo is a renowned Italian bike manufacturer known for its innovative and high-performance road, gravel, and mountain bikes. With a focus on engineering excellence and cutting-edge technology, Evo bikes are designed for riders who demand speed, efficiency, and durability.
Excess Components|Excess Components is a high-end bike component manufacturer known for its innovative designs and premium materials. Specializing in carbon fiber components, Excess Components produces lightweight, stiff, and durable handlebars, stems, seatposts, and wheels for road, mountain, and triathlon bikes.
Exustar|Exustar, established in 1990, is a Taiwan-based biking company specializing in high-performance and comfortable cycling products. They are renowned for their cycling shoes, which feature advanced technologies such as Ergo360 footbeds and BOA lacing systems. With a commitment to innovation and quality, Exustar has gained recognition among professional and recreational cyclists worldwide.
Ezee|Ezee, founded in 2017, is an Indian electric bike company known for its affordable and practical e-bikes. Their range includes urban, foldable, and fat tire models with advanced features such as removable batteries, multiple speed modes, and integrated displays. Ezee prioritizes comfort, efficiency, and value for urban commuters and leisure riders seeking sustainable transportation solutions.
FBM|FBM (Fuck the Bullshit Machines) is a San Francisco-based bike company founded in 1991. Known for its DIY ethos and gnarly street riding aesthetic, FBM produces high-quality BMX bikes, frames, and accessories. The company is skater-owned and operated, with a focus on grassroots riding and community.
FLX|FLX, founded in 2006, is a renowned bike company specializing in high-performance road and mountain bikes. Their bikes are known for their innovative designs, lightweight frames, and exceptional handling. FLX is committed to providing riders with cutting-edge technology and unparalleled cycling experiences.
FRAMED|FRAMED is an American bicycle company that specializes in affordable, high-quality steel, titanium, and carbon fiber bikes. Founded in 2003, the company is known for its durable and versatile bikes designed for commuting, touring, and adventure riding.
FSA (Full Speed Ahead)|FSA (Full Speed Ahead) is an Italian bicycle component manufacturer founded in 1994. Known for high-performance components, including cranksets, handlebars, stems, seatposts, and wheels. FSA's products are used by professional and amateur cyclists worldwide.
Factor|Factor is a high-end bike company founded in 2007 by former professional cyclist Baden Cooke. The company is known for its innovative carbon fiber frames and cutting-edge technology. Factor bikes are used by some of the world's top cyclists, including Romain Bardet, Dan Martin, and Caleb Ewan.
Faggin|Faggin is an Italian bicycle manufacturer founded in 1930. Known for its high-quality steel and aluminum frames, Faggin produces a range of bicycles, including road, mountain, and urban models. The company has a strong presence in the European market and is known for its innovative designs and attention to detail.
Failure|Failure is an unconventional bike company that specializes in creating high-quality, affordable, and stylish bikes for everyday riders. Known for their commitment to sustainability, Failure bikes are designed to withstand daily commutes, weekend adventures, and everything in between. With sleek designs and durable construction, Failure bikes empower riders to embrace the joy of cycling without breaking the bank.
Fairdale|Fairdale is a Southern California-based bicycle company that produces a range of stylish and functional bikes, including city bikes, beach cruisers, and electric bikes. Known for their eye-catching designs and attention to detail, Fairdale bikes are popular among urban cyclists and recreational riders alike.
Fairlight|Fairlight is an Australian bike company that designs and manufactures high-end custom road, gravel, and mountain bikes. Known for their unique blend of performance, durability, and aesthetics, Fairlight bikes are crafted from lightweight materials like carbon fiber and titanium.
Falco Bikes|Falco Bikes is a renowned Italian bike manufacturer specializing in high-performance road, mountain, and triathlon bikes. With a legacy spanning over 30 years, they are known for their innovative designs, exceptional craftsmanship, and cutting-edge technology. Falco Bikes are sought after by discerning cyclists worldwide for their exceptional riding experience and unwavering quality.
Falcon|Falcon, founded in 1980, is a renowned bike manufacturer known for its high-performance road, mountain, and electric bikes. With a focus on innovation and craftsmanship, Falcon's bikes are trusted by cyclists worldwide for their exceptional handling, durability, and sleek designs.
Fanatik|Fanatik is a Polish bicycle manufacturer known for its high-performance mountain bikes. Founded in 2006, the company has gained recognition for its innovative designs, lightweight frames, and durable components. Fanatik bikes are popular among professional and recreational riders alike, offering a blend of speed, agility, and reliability on off-road trails.
Fantic|Fantic Motor is an Italian motorcycle and bicycle manufacturer founded in 1968. Known for its trials and enduro motorcycles, Fantic expanded into e-bikes in 2018. Their e-bikes combine Italian design with innovative technology, offering a range of models for urban, mountain, and gravel riding.
Faraday|Faraday is an American electric bike company founded in 2010. The company is known for its stylish and innovative e-bikes, which feature sleek designs, powerful motors, and advanced technology. Faraday's bikes are designed to be both functional and fashionable, making them a popular choice for urban commuters and recreational riders alike.
Fast Wax|Fast Wax is a high-end bike company that produces top-of-the-line racing bikes and components. Their bikes are known for their lightweight construction, advanced aerodynamics, and superior performance. Fast Wax bikes are ridden by professional cyclists and enthusiasts alike, and the company is committed to providing the best possible cycling experience.
Fat City Cycles|Fat City Cycles is an employee-owned bike shop in Berkeley, California founded in 1973. They serve the East Bay cycling community with sales, repairs, rentals, and classes. They focus on providing outstanding customer service and have been recognized for their inclusive, welcoming, and supportive environment.
Fatback|Fatback is a bike company known for its fat bikes, designed for riding on snow and other challenging terrains. Founded in 2007, Fatback offers a range of fat bikes tailored to riders of various skill levels and preferences. The company's bikes feature wide tires, low gearing, and durable frames, providing stability and traction in extreme conditions.
FattE-Bikes|FattE-Bikes is an electric bike company that specializes in fat tire e-bikes. Their bikes are designed for off-road riding and feature powerful motors and long-lasting batteries. FattE-Bikes offers a variety of models to choose from, including the X26, X30, and X50.
Fausto Coppi|Fausto Coppi, an Italian bicycle manufacturer, was founded in 1953. It is named after the legendary cyclist of the same name. The company produces a range of high-performance road, mountain, and city bikes, known for their innovative designs, advanced materials, and exceptional craftsmanship. Fausto Coppi bikes are meticulously crafted by skilled artisans, ensuring superior quality and reliability for riders of all levels.
Federal|Federal Bikes, founded in 2003, is a BMX and lifestyle brand known for its high-quality BMX bikes, apparel, and accessories. Its bikes are designed for both amateur and professional riders, and the brand emphasizes community, collaboration, and individuality in its products and culture.
Felt|Felt Bicycles is an American company founded in 1991, specializing in high-performance road, mountain, and triathlon bikes. Known for their innovative designs, carbon fiber frames, and advanced aerodynamic features, Felt bikes have been ridden by world-class athletes and enthusiasts alike.
Fetish|Fetish Bikes is a high-end custom bicycle manufacturer based in Chico, California. Founded in 1995, the company specializes in handcrafted titanium and steel frames, known for their exceptional ride quality and durability. Fetish bikes are tailored to the specific needs and preferences of each rider, offering a unique and personalized cycling experience.
Fezzari|Fezzari is an American bicycle company based in Ogden, Utah, specializing in high-performance road, mountain, and e-bikes. Founded in 2004, Fezzari offers a wide range of carbon fiber and aluminum frames with customizable builds to suit riders of all levels. The company is known for its innovative designs, cutting-edge technology, and commitment to customer service.
FiberFix|FiberFix is an innovative bike company specializing in carbon fiber repair and restoration. They offer a range of services including professional repairs, custom upgrades, and complete bike builds. FiberFix is known for its expertise in working with carbon fiber, ensuring high-quality and durable repairs. With a focus on sustainability, they strive to extend the lifespan of bikes, reducing waste and promoting a greener cycling experience.
Fiction|Fiction is a high-end bike company known for its innovative and stylish designs. Founded in San Francisco in 2010, Fiction bikes are handcrafted using premium materials and are designed to provide a unique riding experience. The company offers a range of models, from urban commuters to mountain bikes, and is dedicated to pushing the boundaries of bike design and performance.
Field|Field Cycles is a bespoke bicycle company that designs and builds bicycles in San Francisco, California. Founded in 2012, Field specializes in handcrafted steel and titanium bicycles that are known for their exceptional ride quality, durability, and timeless aesthetics. Each Field bike is meticulously designed and assembled to meet the specific needs of its rider, resulting in bicycles that are truly one-of-a-kind.
Finish Line|Finish Line is a leading provider of bicycle parts, accessories, and tools. Founded in 1977, the company has grown to become one of the largest bike retailers in the world, with over 1,000 stores in the US and internationally. Finish Line offers a wide range of products from top brands, as well as its own line of branded parts and accessories. The company's mission is to provide customers with the best possible shopping experience, and its commitment to customer service has helped it to build a loyal following among cyclists.
Finite|Finite is a boutique bike company specializing in high-performance electric bikes. Their bikes feature advanced technology, sleek designs, and a commitment to sustainability. With a focus on innovation and pushing the boundaries of e-bike design, Finite caters to riders seeking a premium and exhilarating riding experience.
Firefly Bicycles|Firefly Bicycles is an American high-end custom bicycle manufacturer based in Massachusetts. Founded in 1998, Firefly specializes in hand-built carbon fiber and titanium frames, tailored to individual riders' needs and preferences. Known for its exceptional craftsmanship and attention to detail, Firefly delivers bikes renowned for their lightweight, responsive performance and aesthetic elegance.
Firefox|Firefox Bikes is an Indian bicycle manufacturer established in 1999. Known for its focus on comfort, innovation, and affordability, Firefox offers a wide range of bicycles, including city bikes, mountain bikes, and road bikes. The company has a strong presence in India and exports its products to over 20 countries worldwide.
Firenze|Firenze Bikes, a renowned Italian bicycle manufacturer, is celebrated for its exquisite craftsmanship and timeless design. Each handcrafted bicycle embodies a fusion of art and engineering, ensuring both aesthetic appeal and exceptional performance. Firenze's commitment to quality and innovation has earned it a loyal following among discerning cyclists worldwide.
Firmstrong|Firmstrong was founded in 1992, specializing in affordable and durable bikes. Their range includes mountain bikes, road bikes, hybrid bikes, and comfort bikes. Firmstrong bikes are known for their easy assembly, sturdy construction, and comfortable riding experience. They offer a limited lifetime warranty on frames and a 1-year warranty on parts.
First Endurance|First Endurance is a leading nutrition company for endurance athletes. Founded in 2002, it offers a comprehensive range of sports nutrition products, including energy gels, bars, drinks, and supplements, specifically designed to enhance performance and recovery. First Endurance's products are widely used by athletes of all levels, from recreational enthusiasts to elite professionals.
Fit bike Co.|Fit Bike Co. is a BMX and freestyle bike company founded in 1998. Known for its innovative designs and high-quality products, Fit bikes are popular among professional riders and enthusiasts alike. The company's signature style combines classic BMX elements with modern geometry and materials. Fit Bike Co. is committed to supporting the BMX community, sponsoring events and collaborating with riders around the world.
Fizik|Fizik is an Italian company that produces high-performance cycling components, including saddles, handlebars, seatposts, and bar tape. Founded in 1996, Fizik is known for its innovative designs and use of advanced materials to enhance rider comfort and performance.
Fleet Velo|Fleet Velo is a premium bike company that specializes in handcrafted, high-performance bicycles. Their bikes are renowned for their exceptional craftsmanship, innovative designs, and use of advanced materials. Fleet Velo bikes are designed for discerning cyclists who demand the best in riding experience and aesthetics.
Fleetwing|Fleetwing, founded in 1994, is a renowned bike company specializing in handcrafted, high-performance road, gravel, and mountain bikes. Their bikes are meticulously engineered for speed, agility, and durability, using advanced materials and innovative designs. Fleetwing bikes are sought after by discerning riders worldwide for their exceptional riding experience.
Flybikes|Flybikes is a premium bike company known for its exceptional craftsmanship and innovative designs. Their bikes are engineered with lightweight materials and cutting-edge technology, resulting in high-performance machines that offer a smooth and thrilling riding experience. Flybikes cater to both amateur and professional cyclists, offering a range of models from sleek road bikes to versatile mountain bikes. With a focus on quality and style, Flybikes has gained a loyal following among cycling enthusiasts seeking the ultimate ride.
Flying Pigeon|Flying Pigeon is a Chinese bicycle manufacturer established in 1950. Known for its durable and affordable bicycles, particularly its PH-12 model, which became a cultural icon in China and was widely used for decades. The company continues to produce bicycles for the domestic market, focusing on classic and retro designs.
Flying Scot|Flying Scot, founded in 2014, is a renowned bike company specializing in crafting high-performance road bikes. Their frames are meticulously engineered from lightweight materials, delivering exceptional stiffness and responsiveness. Flying Scot bikes are renowned for their sleek designs, advanced componentry, and ability to enhance the cycling experience for both professional and recreational riders.
Flyxii|Flyxii is a premium electric bike company founded in 2021, based in California. Their mission is to provide high-performance and stylish e-bikes that enhance urban commuting and recreational experiences. Flyxii bikes feature advanced technology, durable construction, and sleek designs. With a focus on innovation and sustainability, Flyxii aims to empower riders to embrace an environmentally friendly and efficient mode of transportation.
Focale44|Focale44 is an artisanal bicycle company based in Le Mans, France. Founded in 2014, Focale44 specializes in handcrafted, made-to-order road and gravel bikes. Each frame is meticulously crafted with lightweight aluminum or carbon fiber, offering both performance and durability. Focale44's bikes are renowned for their sleek aesthetics and exceptional ride quality.
Focus|Focus Bikes, founded in 1992 in Germany, is a premium bicycle manufacturer known for its innovative designs and high-performance bikes. The company specializes in road, mountain, and e-bikes, offering a wide range of models for both recreational and professional cyclists. Focus Bikes is renowned for its advanced engineering and strict quality control, ensuring superior performance and durability.
Foggle|Foggle is an up-and-coming bike company that focuses on creating high-quality, affordable bicycles for everyday riders. Their bikes are designed to be comfortable, durable, and stylish, making them a great choice for commuters, casual riders, and anyone looking for a fun and reliable way to get around.
Fokhan|Fokhan is a renowned bike company established in 2008. They specialize in manufacturing high-performance road, mountain, and urban bicycles. Fokhan bikes are meticulously engineered and crafted using cutting-edge technology and premium materials, offering exceptional riding experiences and durability.
Folmer & Schwing|Folmer & Schwing, founded in 1884, is a German bicycle manufacturer renowned for its innovative and high-quality bicycles. Specializing in folding bikes, touring bikes, and tandems, they are known for their exceptional craftsmanship, durability, and attention to detail. Folmer & Schwing's bicycles have been lauded for their smooth ride, versatility, and timeless design.
Fondriest|Fondriest is a renowned Italian bicycle manufacturer founded in 1991. Known for its innovative designs and advanced carbon fiber technology, the company produces high-performance road and triathlon bikes for both professional and recreational cyclists. Fondriest has a rich racing heritage and has collaborated with notable riders like Ivan Basso and Michele Scarponi.
Forbidden Bikes|Forbidden Bikes is a boutique mountain bike manufacturer based in Bellingham, Washington. Founded in 2008, they specialize in high-performance enduro, trail, and downhill bikes. Known for their innovative designs and commitment to quality, Forbidden Bikes has gained a loyal following among mountain bike enthusiasts.
Forge Bikes|Forge Bikes is a pioneering bike manufacturer known for its innovative designs and unparalleled craftsmanship. Each Forge bike is meticulously crafted using premium materials, ensuring exceptional performance and durability. The company's commitment to rider experience shines through in every detail, from the responsive handling to the sleek aesthetics. Forge Bikes cater to cyclists of all levels, offering a range of models designed to satisfy every riding style and aspiration.
Formula|Formula, a premium Italian bike company, specializes in high-performance mountain bikes and components. Founded in 1987, they are renowned for their innovative suspension designs, lightweight frames, and precise handling. Formula bikes and components are trusted by professional athletes and enthusiasts worldwide for their exceptional ride quality and reliability.
Fortified|Fortified is a bike company specializing in rugged, adventure-ready bikes. Their bikes are designed to withstand challenging terrains and come equipped with features for off-road riding, such as wide tires, suspension systems, and durable frames. Fortified bikes are suitable for cyclists who enjoy exploring the outdoors and navigating rough roads or trails.
Foundry Cycles|Foundry Cycles is a premium bicycle manufacturer specializing in handmade titanium and steel frames. Based in Boulder, Colorado, they offer a range of performance road, gravel, and mountain bikes. Known for their meticulous craftsmanship, custom geometry options, and exceptional ride quality, Foundry Cycles caters to discerning cyclists who prioritize both performance and aesthetics.
BEEQ|BEEQ is a Canadian electric bike company that designs and manufactures high-performance e-bikes known for their sleek and minimalist design, powerful motors, and advanced technology features. Focused on urban commuting and recreational riding, BEEQ's e-bikes offer a blend of style, functionality, and sustainability.
Larry Vs Harry|Larry Vs Harry is an urban bike company known for its stylish, functional, and durable bikes. Handcrafted in Brooklyn, New York, their bikes feature classic designs, sturdy construction, and thoughtful details. Committed to sustainability, Larry Vs Harry uses recycled and recyclable materials whenever possible. Whether commuting, running errands, or exploring the city, their bikes offer a smooth, comfortable, and stylish ride.
Trek|Trek Bicycle Corporation, founded in 1976, is a leading global bicycle manufacturer headquartered in Waterloo, Wisconsin, USA. Known for its innovative designs, Trek offers a wide range of bikes, including road, mountain, hybrid, electric, and kids' bikes. The company operates through a network of authorized dealers worldwide.
Gazelle|Gazelle, founded in 1892, is the oldest bicycle manufacturer in the Netherlands and one of the oldest in the world. Known for its high-quality, durable bikes, Gazelle specializes in producing city bikes, electric bikes, and trekking bikes. The company's commitment to innovation and sustainability has made it a leader in the cycling industry.
Fiido|Fiido, founded in 2016, is an innovative e-bike company renowned for its advanced designs, high performance, and user-centric approach. With a mission to promote sustainable and enjoyable cycling, Fiido offers a wide range of e-bikes known for their sleek aesthetics, powerful motors, and long-lasting batteries. The company has gained global recognition for revolutionizing urban commuting and recreational cycling.
Zooom|Zooom is an electric bike company that designs, manufactures, and sells e-bikes for urban commuters. Founded in 2017, Zooom's bikes feature sleek designs, advanced technology, and high-quality components. With a focus on sustainability and innovation, Zooom aims to make e-biking an accessible and enjoyable experience for urban dwellers.
SMLRO|SMLRO is a boutique bike company that designs and manufactures high-performance road bikes. Known for their lightweight frames, aerodynamic designs, and responsive handling, SMLRO bikes are meticulously crafted using advanced materials and innovative technologies. Each bike is tailored to meet the specific needs of discerning cyclists, offering a seamless and exhilarating riding experience.
Giant|Giant, founded in 1972 in Taiwan, is the world's largest bicycle manufacturer. Known for its innovative designs and quality bikes, Giant produces a wide range of bicycles from road and mountain bikes to electric bikes and city commuters. The company has a global presence with manufacturing facilities and distribution centers worldwide.
Abyss|Abyss Bikes, an esteemed manufacturer, crafts high-performance mountain bikes renowned for their exceptional durability, agility, and precision engineering. Each Abyss bike is meticulously designed and assembled to conquer the most demanding trails, empowering riders with an exhilarating and controlled experience.
Giant|Giant Manufacturing Co., Ltd. is the world's largest bicycle manufacturer by revenue. Founded in Taiwan in 1972, Giant produces a wide range of bicycles, including mountain bikes, road bikes, hybrid bikes, and electric bikes. It has manufacturing facilities in Taiwan, China, the Netherlands, and Hungary.
Puch|Puch, founded in 1889, is an Austrian bicycle and motorcycle manufacturer renowned for its high-quality products and innovative designs. Over the decades, Puch has produced iconic bicycles, including the Puch Maxi and Conquest, which are still popular among collectors and enthusiasts today.
Brick Lane Bikes|Brick Lane Bikes is an independent bike company based in London. They specialize in building bespoke, high-quality bikes for both everyday use and racing. The company is known for its attention to detail and its commitment to using the best materials and craftsmanship. Brick Lane Bikes also offers a range of accessories and services, including bike fitting and repairs.
Specialized|Specialized is a leading bike company founded in 1974, renowned for its innovative designs and high-quality bicycles. It offers a wide range of models, from mountain bikes to road bikes and e-bikes, catering to various riding styles and terrains. Specialized is known for its advanced technologies, such as the SWAT storage system and the Rider-First Engineered design, which optimize performance and comfort.
Merida Bikes|Merida Bikes, established in 1972 in Taiwan, is a leading global bike manufacturer. Renowned for its high-performance road, mountain, and e-bikes, Merida combines advanced technology with innovative design. With a presence in over 70 countries, the company is known for its commitment to quality, sustainability, and rider satisfaction.
Giant|Giant is the world's leading bicycle manufacturer, headquartered in Taiwan. Founded in 1972, Giant produces a wide range of bicycles, from mountain bikes and road bikes to e-bikes and kid's bikes. Giant is known for its advanced manufacturing techniques and innovative designs.
Yeti|Yeti Cycles is a renowned American bicycle manufacturer specializing in high-performance mountain bikes. Founded in 1985, Yeti is known for its innovative designs, exceptional craftsmanship, and durability. Their bikes are meticulously engineered to handle demanding off-road terrain and provide an unparalleled riding experience for mountain biking enthusiasts worldwide.
Merida Bikes|Merida Bikes, founded in 1972 in Taiwan, is one of the world's leading bicycle manufacturers. Known for its innovative designs and high-performance models, Merida Bikes offers a wide range of bikes for various disciplines, including road, mountain, and electric. The company has a strong global presence, with sales in over 80 countries.
Forme|Forme was founded in 2009 and is based in the UK. The company designs and manufactures high-performance road, mountain, and hybrid bikes for both recreational and competitive cyclists. Forme bikes are known for their advanced technology, lightweight frames, and sleek designs.
Giant|Giant Manufacturing Co., Ltd. is the world's largest bicycle manufacturer by revenue. Founded in 1972 in Taiwan, Giant produces a wide range of bikes including road, mountain, hybrid, and electric bikes. Known for its advanced technology and affordable prices, Giant has a global distribution network and sponsors professional cycling teams.
Giant|Giant is the world's leading bicycle manufacturer, producing high-performance bikes for road, mountain, hybrid, and e-bike categories. Founded in Taiwan in 1972, Giant is renowned for its advanced technologies, innovative designs, and commitment to quality. With a global presence and cutting-edge manufacturing facilities, Giant delivers world-class bikes to cyclists of all levels.
Ram|RAM Bikes is an Indian bicycle manufacturer headquartered in Ludhiana, Punjab. Founded in 1998, RAM specializes in mountain bikes, road bikes, and hybrid bikes. The company's bikes are known for their durability, performance, and affordability. RAM Bikes has a wide distribution network in India and exports to over 20 countries worldwide.
SCOTT|SCOTT Sports is a Swiss company that designs, develops, and manufactures bicycles, cycling components, sportswear, and winter sports equipment. With a focus on innovation and performance, SCOTT has been a leader in the industry for over 50 years. Their bikes are known for their lightweight designs, advanced technologies, and exceptional riding experiences.
Fuji|Fuji Bikes, established in 1899, is a renowned Japanese bicycle manufacturer. Known for its high-performance road, mountain, and touring bikes, Fuji has a long history of innovation and racing success. The company's signature series include the Altamira for road racing, the Outland for mountain biking, and the Touring for long-distance adventures. Fuji Bikes caters to both professional cyclists and recreational riders, offering a wide range of models to suit various riding styles and needs.
Merida Bikes|Merida Bikes, founded in 1972 in Taiwan, is a leading global manufacturer of high-performance bicycles. Known for its advanced technology, innovative design, and rigorous testing, Merida produces bikes for various disciplines, including road, mountain, cyclocross, and e-bikes. The company has a global presence with operations in over 70 countries.
Lapierre|Lapierre is a French bicycle manufacturer founded in 1946. The company produces a wide range of bikes, including road, mountain, electric, and urban models. Lapierre bikes are known for their high quality and performance, and the company has a strong racing heritage.
Saracen Cycles|Saracen Cycles, established in Nottingham, England in 1983, is a leading manufacturer of high-quality bicycles. The company is renowned for its innovative designs and use of advanced materials, producing bikes for various disciplines, including mountain, road, and urban cycling. Saracen Cycles gained popularity through its sponsorship of the Saracen Racing Team and continues to be a respected brand in the cycling industry.
Giant|Giant is the world's leading bicycle manufacturer, founded in 1972 in Taiwan. It produces a wide range of bikes for all levels of riders, including road, mountain, hybrid, electric, and BMX bikes. Giant is known for its innovative designs, high-quality materials, and extensive distribution network. It has manufacturing facilities in Taiwan, China, the Netherlands, and Hungary.
city cycle|City Cycle is an urban bike company dedicated to creating stylish, functional, and sustainable bicycles. Their bikes are designed for city living, featuring sturdy frames, comfortable saddles, and features like baskets and racks for carrying essentials. City Cycle is committed to reducing their environmental impact, using eco-friendly materials and promoting cycling as a healthy and eco-friendly mode of transportation.
Specialized|Specialized is a leading bicycle manufacturer founded in 1974, renowned for producing high-performance bikes for various disciplines, including road, mountain, gravel, and e-bikes. The company is known for its innovative designs, cutting-edge technology, and exceptional craftsmanship. Specialized offers a wide range of products, from entry-level models to top-of-the-line racing machines, catering to riders of all levels.
Giant|Giant is the world's leading bicycle manufacturer. Founded in 1972 in Taiwan, Giant produces a wide range of bicycles including road, mountain, hybrid, and electric bikes. Known for its innovative designs and high-quality components, Giant has been the choice of top cyclists and enthusiasts worldwide.
Viking|Viking is a Dutch bicycle company founded in 1974. They specialize in producing high-quality, stylish bicycles for both urban and leisure riding. Viking bikes are known for their durability, comfort, and design excellence, making them a popular choice among cyclists of all ages.
Gepida|Gepida, a Croatian bicycle manufacturer founded in 1990, specializes in producing high-quality, stylish, and innovative bicycles for a range of cycling enthusiasts. Known for its commitment to design and sustainability, Gepida offers a wide selection of models, from city bikes and e-bikes to mountain bikes and trekking bikes, tailored to meet different riding needs and preferences.
Specialized|Specialized Bicycle Components is a leading manufacturer of high-performance bikes and cycling equipment. Founded in 1974, the company has a strong reputation for innovation and design. Specialized offers a wide range of bikes, including road, mountain, hybrid, and electric, as well as components and accessories. Their bikes are known for their advanced technology, durability, and performance.
TRAX IFS.1D MENS|TRAX IFS.1D MENS is a high-performance mountain bike designed for rugged off-road adventures. It features a lightweight aluminum frame, full suspension system, and 1x12-speed drivetrain for exceptional stability and efficiency on challenging terrain. Its hydraulic disc brakes ensure precise stopping power, while the wide tires provide excellent grip and traction. The TRAX IFS.1D MENS is an ideal choice for experienced riders seeking a reliable and capable mountain bike.
Puky|Puky, a German bicycle manufacturer founded in 1949, specializes in kids' bikes. Known for its high-quality, durable bikes, Puky offers a wide range of models tailored to different age groups and riding abilities. Their bikes feature innovative designs, adjustable seats and handlebars, and a focus on safety and comfort for young riders.
BMX|BMX is a bicycle manufacturing company founded in 1977. It specializes in BMX bikes, which are designed for off-road racing and freestyle riding. BMX bikes are characterized by their small wheels, sturdy frames, and single-speed drivetrains. BMX has a strong racing heritage and sponsors top riders worldwide.
VSF Fahrradmanufaktur|VSF Fahrradmanufaktur is a German bicycle manufacturer founded in 1978 and based in Oldenburg. Known for its high-quality, durable, and comfortable bikes, VSF specializes in touring, trekking, and everyday cycling, catering to various age groups and needs. The company prioritizes environmental sustainability and produces bikes with a long lifespan.
KTM|KTM, founded in 1934, is an Austrian motorcycle manufacturer known for its off-road and road racing bikes. With a reputation for innovation and performance, KTM produces a wide range of motorcycles, from beginner-friendly models to high-performance race machines. Their distinctive orange and black color scheme has become synonymous with the brand.
Hercules Rodeado|Hercules Rodeado, established in 1910 in England, is a renowned manufacturer of high-quality bicycles, encompassing both traditional and contemporary designs. Known for its robust construction and iconic styling, Hercules produces a comprehensive range of bicycles, from classic road bikes to modern mountain bikes, catering to diverse cycling needs and preferences. With a focus on耐久性, comfort, and performance, Hercules Rodeado remains a trusted name in the cycling industry.
Bajaj|Bajaj Auto is an Indian multinational two-wheeler and three-wheeler manufacturer based in Pune, Maharashtra. It was founded in 1945 by Jamnalal Bajaj. Bajaj Auto is the world's largest manufacturer of motorcycles and the third-largest manufacturer of three-wheelers. The company has a production capacity of over 5 million units per year.
Bajaj pulsar NS160|Bajaj Pulsar NS160 is a stylish and performance-oriented motorcycle from Bajaj Auto. It features a 160.3cc, 4-stroke, air-cooled engine that delivers 15.5 PS of power and 14.6 Nm of torque. The NS160 is equipped with a 5-speed transmission and has a top speed of over 110 kmph. It boasts a sporty design with sharp lines, a muscular fuel tank, and a split seat. The motorcycle comes with features like a digital instrument cluster, LED taillight, and tubeless tyres.
Huffy|Huffy, founded in 1892, is an American bicycle manufacturer known for producing affordable and reliable bikes. Their product line includes BMX, mountain, road, and cruiser bikes for both children and adults. Huffy is committed to innovation and safety, and their bikes are designed to provide a comfortable and enjoyable riding experience.
